Randomizer Version: 4.4.0
Random Seed: 191563861191468
Settings String: 318WRIEEjIAAAMABgCRAAKeBnsECQEAFAACCQAuEgAAAAAABRi45ATkAYYICTIGBAIyAAIQRmlyZSBSZWQgKFUpIDEuMZoolK7jwziK

--Patching for National Dex at Start of Game--
Patch successful!

--Randomized Evolutions--
BULBASAUR       -> NIDORINA       
176|TOGETIC      |NORMAL/FLYING    |  42|  93|  79|  78|  74|  39|SYNCHRONIZE |LEVITATE    |TM10 (common), TM21 (rare)
177|NATU         |PSYCHIC/FLYING   |  43|  39|  37|  79|  56|  66|EFFECT SPORE|-------     |
178|XATU         |PSYCHIC/FLYING   | 113|  18|  87|  27| 107| 118|COLOR CHANGE|-------     |
179|MAREEP       |ELECTRIC         |  61|  26|  40|  36|  56|  60|FLAME BODY  |-------     |
180|FLAAFFY      |ELECTRIC         |  80|  72|  77|  17|  60|  59|HUSTLE      |SHELL ARMOR |
181|AMPHAROS     |ELECTRIC         |  39|  90| 119| 127|  16| 110|DAMP        |STICKY HOLD |
182|BELLOSSOM    |GRASS            |  68|  42|  69|  47| 151| 103|SWIFT SWIM  |-------     |
183|MARILL       |WATER            |  65|  49|  13|  31|  40|  52|SAND STREAM |NATURAL CURE|ANTIDOTE (common), FOCUS BAND (rare)
184|AZUMARILL    |WATER            |  53|  51|  23|  87|  62| 134|FLASH FIRE  |-------     |
185|SUDOWOODO    |ROCK             |  50| 108|  45| 102|  30|  75|RUN AWAY    |HYPER CUTTER|
186|POLITOED     |WATER            | 205|  77|  25| 127|  33|  34|KEEN EYE    |-------     |DIVE BALL (rare)
187|HOPPIP       |GRASS/FLYING     |  48|  36|  52|  41|  21|  52|RAIN DISH   |FLASH FIRE  |MAX POTION (common)
188|SKIPLOOM     |GRASS/FLYING     |  54|  87|  45|  94|  25|  35|BLAZE       |-------     |
189|JUMPLUFF     |GRASS/FLYING     | 106|  62|  82|  51|  43| 106|SAND STREAM |-------     |BLACK FLUTE (common), TM37 (rare)
190|AIPOM        |NORMAL           |  68|  79|  81|  62|  23|  48|OVERGROW    |-------     |MAX REVIVE (rare)
191|SUNKERN      |GRASS            |  34|  38|  27|  42|  20|  18|COLOR CHANGE|-------     |
192|SUNFLORA     |GRASS            | 126|  79|  87|  24|  12|  97|BATTLE ARMOR|OWN TEMPO   |
193|YANMA        |BUG/FLYING       |  99| 104|  42|  95|  14|  36|WATER ABSORB|-------     |
194|WOOPER       |WATER/GROUND     |  34|  38|  39|  31|  38|  31|OVERGROW    |DAMP        |
195|QUAGSIRE     |WATER/GROUND     | 112|  27| 106|  54|  71|  60|NATURAL CURE|SAND VEIL   |TM41 (rare)
196|ESPEON       |PSYCHIC          |  41| 118|  90|  78|  61| 136|FLAME BODY  |-------     |TM33 (rare)
197|UMBREON      |DARK             |  47|  82| 103| 131|  41| 121|PRESSURE    |GUTS        |
198|MURKROW      |DARK/FLYING      |  95|  14|  90|  44|  89|  72|HYPER CUTTER|-------     |TM01 (rare)
199|SLOWKING     |WATER/PSYCHIC    | 133|  54|  96|  45|  26| 135|CUTE CHARM  |DROUGHT     |SITRUS BERRY (rare)
200|MISDREAVUS   |GHOST            |  44|  46|  68|  76| 112|  90|NATURAL CURE|-------     |LAVA COOKIE (rare)
201|UNOWN        |PSYCHIC          |  46| 104|  39|  53|  25|  69|SWARM       |DROUGHT     |AWAKENING (common)
202|WOBBUFFET    |PSYCHIC          |  63|  76|  85|  56|  55|  70|PLUS        |-------     |
203|GIRAFARIG    |NORMAL/PSYCHIC   |  47|  40|  61|  76| 144|  86|LEVITATE    |SUCTION CUPS|ULTRA BALL (common), TM29 (rare)
204|PINECO       |BUG              |  23|  47|  59|  78|  16|  67|NATURAL CURE|OBLIVIOUS   |POISON BARB (common)
205|FORRETRESS   |BUG/STEEL        |  33|  90|  89|  91| 112|  51|WHITE SMOKE |STATIC      |
206|DUNSPARCE    |NORMAL           |  79|  12| 108|  86| 111|  18|LIMBER      |RAIN DISH   |TM02 (rare)
207|GLIGAR       |GROUND/FLYING    |  97|  27|  55|  76|  93|  81|BLAZE       |-------     |X DEFEND (rare)
208|STEELIX      |STEEL/GROUND     |  88|  63|  19| 110| 102| 127|AIR LOCK    |-------     |
209|SNUBBULL     |NORMAL           |  28|  11| 114|  33|  84|  30|SERENE GRACE|-------     |WHITE HERB (common), MENTAL HERB (rare)
210|GRANBULL     |NORMAL           | 129|  16| 113| 113|  61|  18|STENCH      |-------     |
211|QWILFISH     |WATER/POISON     |  35|  46|  59| 114|  57| 119|SYNCHRONIZE |BLAZE       |
212|SCIZOR       |BUG/STEEL        |  47| 123|  17|  94| 100| 118|OWN TEMPO   |-------     |
213|SHUCKLE      |BUG/ROCK         | 117|  74|  79|  63|  99|  74|COLOR CHANGE|-------     |BLUE FLUTE (100%)
214|HERACROSS    |BUG/FIGHTING     |  77|  94| 140|  55|  38|  97|SAND STREAM |WATER VEIL  |ESCAPE ROPE (rare)
215|SNEASEL      |DARK/ICE         |  98|  86|  59|  28|  77|  82|DAMP        |COMPOUNDEYES|
216|TEDDIURSA    |NORMAL           |  53| 125|  18|  25|  96|  14|MARVEL SCALE|-------     |
217|URSARING     |NORMAL           | 114|  95|  32| 118|  63|  77|EARLY BIRD  |-------     |
218|SLUGMA       |FIRE             |  72|  20|  15|  56|  12|  75|ILLUMINATE  |-------     |
219|MAGCARGO     |FIRE/ROCK        |  85|  87|  77|  37|  43|  82|ILLUMINATE  |STATIC      |BLACK BELT (common)
220|SWINUB       |ICE/GROUND       |  55|  15|  74|  35|  26|  44|OBLIVIOUS   |-------     |ESCAPE ROPE (common)
221|PILOSWINE    |ICE/GROUND       |  78| 105|  43| 109|  21|  93|RUN AWAY    |OBLIVIOUS   |TM19 (rare)
222|CORSOLA      |WATER/ROCK       |  73| 103|  56|  35|  69|  45|STICKY HOLD |ROCK HEAD   |
223|REMORAID     |WATER            |  29|  57|  64|  60|  47|  43|LIQUID OOZE |-------     |
224|OCTILLERY    |WATER            |  96|  91|  98|  69|  85|  42|MAGMA ARMOR |FLAME BODY  |
225|DELIBIRD     |ICE/FLYING       |  25|  23|  31|  83|  48| 120|SOUNDPROOF  |-------     |TM26 (common)
226|MANTINE      |WATER/FLYING     | 110|  44|  16| 103|  80| 112|LEVITATE    |LIQUID OOZE |
227|SKARMORY     |STEEL/FLYING     | 125|  74|  38|  16| 137|  75|POISON POINT|HYPER CUTTER|
228|HOUNDOUR     |DARK/FIRE        |  74|  45|  61|  54|  57|  39|WATER ABSORB|INSOMNIA    |CHERI BERRY (common), NUGGET (rare)
229|HOUNDOOM     |DARK/FIRE        |  53|  94|  37| 112| 113|  91|LIQUID OOZE |SERENE GRACE|
230|KINGDRA      |WATER/DRAGON     |  51| 145|  93|  15| 120| 116|LIMBER      |VOLT ABSORB |
231|PHANPY       |GROUND           |  63|  45|  50|  48|  52|  72|LIQUID OOZE |-------     |TM25 (common), MAX REPEL (rare)
232|DONPHAN      |GROUND           | 119|  27|  34| 126|  92| 103|GUTS        |DROUGHT     |LEPPA BERRY (common), PP UP (rare)
233|PORYGON2     |NORMAL           |  47| 105| 131| 186|  33|  13|ROCK HEAD   |-------     |AWAKENING (100%)
234|STANTLER     |NORMAL           | 140|  62|  54|  36|  51| 121|LEVITATE    |FLAME BODY  |SOFT SAND (common)
235|SMEARGLE     |NORMAL           |  28|  25|  23|  40|  48|  86|SUCTION CUPS|MINUS       |
236|TYROGUE      |FIGHTING         |  71|  14|  13|  17|  31|  63|SHELL ARMOR |-------     |
237|HITMONTOP    |FIGHTING         |  53|  88|  69|  81|  63| 101|OWN TEMPO   |-------     |
238|SMOOCHUM     |ICE/PSYCHIC      |  45|  77|  15|  66|  82|  20|EFFECT SPORE|PRESSURE    |
239|ELEKID       |ELECTRIC         |  58|  50|  84|  12|  68|  89|DROUGHT     |-------     |
240|MAGBY        |FIRE             |  63|  82|  78|  32|  81|  28|PLUS        |KEEN EYE    |
241|MILTANK      |NORMAL           | 113|  93|  65| 103|  52|  65|EFFECT SPORE|THICK FAT   |GREEN SHARD (common), SILK SCARF (rare)
242|BLISSEY      |NORMAL           |  59|  82|  61| 126|  63| 148|INTIMIDATE  |-------     |
243|RAIKOU       |ELECTRIC         |  44|  77| 180| 114| 112|  52|SHED SKIN   |LEVITATE    |
244|ENTEI        |FIRE             |  41| 185| 102|  87| 135|  31|LIGHTNINGROD|SAND STREAM |BIG MUSHROOM (common)
245|SUICUNE      |WATER            |  87| 118|  68|  38|  98| 171|HYPER CUTTER|IMMUNITY    |
246|LARVITAR     |ROCK/GROUND      |  49|  25|  50|  59|  63|  54|SWIFT SWIM  |INTIMIDATE  |
247|PUPITAR      |ROCK/GROUND      |  21|  91| 112|  11|  31| 144|FLAME BODY  |-------     |
248|TYRANITAR    |ROCK/DARK        | 122| 133| 122|  50| 107|  65|NATURAL CURE|KEEN EYE    |
249|LUGIA        |PSYCHIC/FLYING   |  42|  27| 167| 171| 163| 109|ILLUMINATE  |-------     |
250|HO-OH        |FIRE/FLYING      |  31|  42| 151| 196|  20| 239|MINUS       |-------     |TM18 (rare)
251|CELEBI       |PSYCHIC/GRASS    |  34| 168|  44| 162|  60| 132|AIR LOCK    |-------     |TM30 (100%)
252|TREECKO      |GRASS            |  84|  15|  61|  39|  64|  47|MARVEL SCALE|-------     |
253|GROVYLE      |GRASS            |  69|  72| 101|  29| 123|  11|WATER VEIL  |SAND STREAM |
254|SCEPTILE     |GRASS            |  77|  83|  88| 135|  83|  65|COMPOUNDEYES|SERENE GRACE|TM18 (100%)
255|TORCHIC      |FIRE             |  73|  50|  40|  61|  18|  67|COLOR CHANGE|-------     |YELLOW SHARD (common), YELLOW FLUTE (rare)
256|COMBUSKEN    |FIRE/FIGHTING    |  78|  77|  53|  54|  64|  80|LIQUID OOZE |-------     |AWAKENING (common)
257|BLAZIKEN     |FIRE/FIGHTING    | 118|  59|  71| 129|  39| 114|STATIC      |FLASH FIRE  |TM28 (common)
258|MUDKIP       |WATER            |  58|  79|  11|  41|  63|  57|MAGMA ARMOR |-------     |
259|MARSHTOMP    |WATER/GROUND     |  75|  32|  36|  64| 101|  98|LIGHTNINGROD|-------     |BURN HEAL (common), SOFT SAND (rare)
260|SWAMPERT     |WATER/GROUND     |  26| 113| 100| 142| 105|  49|LEVITATE    |-------     |PARLYZ HEAL (common), PROTEIN (rare)
261|POOCHYENA    |DARK             |  23|  54|  15|  42|  46|  41|IMMUNITY    |OBLIVIOUS   |CHARCOAL (common)
262|MIGHTYENA    |DARK             |  62| 122|  16|  85|  70|  64|NATURAL CURE|-------     |PEARL (common)
263|ZIGZAGOON    |NORMAL           |  38|  71|  26|  14|  54|  37|FLASH FIRE  |-------     |
264|LINOONE      |NORMAL           | 114|  50|  66|  86|  38|  67|MARVEL SCALE|-------     |ELIXIR (common)
265|WURMPLE      |BUG              |  35|  44|  13|  22|  37|  44|PRESSURE    |DROUGHT     |PROTEIN (rare)
266|SILCOON      |BUG              |  32|  59|  12|  27|  39|  36|MAGMA ARMOR |-------     |
267|BEAUTIFLY    |BUG/FLYING       |  72|  45|  57|  86|  74|  52|EARLY BIRD  |-------     |
268|CASCOON      |BUG              |  30|  32|  48|  31|  12|  52|IMMUNITY    |-------     |X DEFEND (common), UP-GRADE (rare)
269|DUSTOX       |BUG/POISON       |  34|  24|  83| 100|  80|  64|OBLIVIOUS   |-------     |
270|LOTAD        |WATER/GRASS      |  44|  59|  11|  28|  19|  60|STENCH      |-------     |BLACK BELT (rare)
271|LOMBRE       |WATER/GRASS      |  44|  27|  27| 111| 110|  21|HYPER CUTTER|-------     |PREMIER BALL (100%)
272|LUDICOLO     |WATER/GRASS      |  28|  71| 176|  21|  89|  95|STICKY HOLD |-------     |WHITE HERB (rare)
273|SEEDOT       |GRASS            |  26|  46|  34|  24|  51|  39|SOUNDPROOF  |ROCK HEAD   |
274|NUZLEAF      |GRASS/DARK       |  40|  18|  69|  15| 142|  55|EARLY BIRD  |-------     |TM03 (common)
275|SHIFTRY      |GRASS/DARK       |  72|  92|  69|  93|  91|  64|SWARM       |-------     |SODA POP (rare)
276|TAILLOW      |NORMAL/FLYING    |  48|  26|  50|  48|  49|  49|DROUGHT     |-------     |
277|SWELLOW      |NORMAL/FLYING    | 133|  14|  42|  86|  51| 104|ROUGH SKIN  |HUSTLE      |MIRACLE SEED (common)
278|WINGULL      |WATER/FLYING     |  57|  67|  16|  62|  38|  31|STURDY      |COMPOUNDEYES|TM36 (common), KING’S ROCK (rare)
279|PELIPPER     |WATER/FLYING     |  43|  22| 127| 115|  78|  44|SYNCHRONIZE |-------     |BLUE SHARD (common)
280|RALTS        |PSYCHIC          |  28|  32|  35|  35|  27|  42|KEEN EYE    |MAGMA ARMOR |SOFT SAND (rare)
281|KIRLIA       |PSYCHIC          |  69|  34|  46|  58|  26|  45|VOLT ABSORB |FLASH FIRE  |
282|GARDEVOIR    |PSYCHIC          |  97|  19| 113| 127| 151|  12|SWIFT SWIM  |HUGE POWER  |MACHO BRACE (common), X SPECIAL (rare)
283|SURSKIT      |BUG/WATER        |  31|  61|  43|  55|  37|  42|IMMUNITY    |DRIZZLE     |ESCAPE ROPE (rare)
284|MASQUERAIN   |BUG/FLYING       |  26| 106|  57|  87|  99|  39|RUN AWAY    |RAIN DISH   |MENTAL HERB (100%)
285|SHROOMISH    |GRASS            |  76|  29|  63|  45|  12|  69|KEEN EYE    |-------     |DEEPSEATOOTH (common), PARLYZ HEAL (rare)
286|BRELOOM      |GRASS/FIGHTING   |  75| 134|  56|  39|  30| 125|AIR LOCK    |-------     |
287|SLAKOTH      |NORMAL           |  48|  37|  61|  63|  17|  54|KEEN EYE    |-------     |
288|VIGOROTH     |NORMAL           |  75|  89|  26|  79| 105|  65|BLAZE       |TRUANT      |SUPER REPEL (rare)
289|SLAKING      |NORMAL           | 159|  67| 157|  57| 138|  92|MAGMA ARMOR |DRIZZLE     |MAX REPEL (common), ELIXIR (rare)
290|NINCADA      |BUG/GROUND       |  49|  55|  48|  39|  59|  17|BLAZE       |-------     |
291|NINJASK      |BUG/FLYING       | 105| 101|  33|  66|  70|  83|INTIMIDATE  |TRACE       |
292|SHEDINJA     |BUG/GHOST        |   1|  50|  71|  69|  24|  20|WONDER GUARD|-------     |
293|WHISMUR      |NORMAL           |  39|  67|  12|  27|  50|  45|SPEED BOOST |-------     |PERSIM BERRY (common)
294|LOUDRED      |NORMAL           |  78|  76|  15|  29| 103|  59|SERENE GRACE|TORRENT     |
295|EXPLOUD      |NORMAL           | 101| 103| 113|  56|  23|  83|CHLOROPHYLL |ROUGH SKIN  |
296|MAKUHITA     |FIGHTING         |  43|  19|  32|  44|  33|  66|MINUS       |-------     |LEPPA BERRY (common), UP-GRADE (rare)
297|HARIYAMA     |FIGHTING         | 120|  41|  90|  76|  82|  66|CUTE CHARM  |-------     |TM03 (common), TM19 (rare)
298|AZURILL      |NORMAL           |  29|  15|  41|  28|  31|  47|CUTE CHARM  |RUN AWAY    |TM37 (common), LAVA COOKIE (rare)
299|NOSEPASS     |ROCK             |  69|  35|  46|  62|  77|  85|BATTLE ARMOR|FLAME BODY  |
300|SKITTY       |NORMAL           |  48|  50|  51|  21|  34|  56|BATTLE ARMOR|DROUGHT     |
301|DELCATTY     |NORMAL           |  90|  97|  36|  41|  67|  49|DROUGHT     |TRUANT      |POTION (common)
302|SABLEYE      |DARK/GHOST       |  32|  42|  90|  70|  57|  90|SAND STREAM |-------     |LUXURY BALL (common)
303|MAWILE       |STEEL            |  34|  73|  80|  79|  32|  81|EARLY BIRD  |-------     |
304|ARON         |STEEL/ROCK       | 113|  35|  23|  38|  46|  76|OWN TEMPO   |-------     |TM42 (common)
305|LAIRON       |STEEL/ROCK       | 126|  98|  16|  62|  30|  98|BATTLE ARMOR|-------     |TM20 (common)
306|AGGRON       |STEEL/ROCK       | 170|  69| 186|  23|  62|  19|LEVITATE    |-------     |SACRED ASH (100%)
307|MEDITITE     |FIGHTING/PSYCHIC |  76|  38|  47|  31|  27|  60|PRESSURE    |-------     |BERRY JUICE (100%)
308|MEDICHAM     |FIGHTING/PSYCHIC | 117|  23|  16|  50|  98| 106|SHED SKIN   |MARVEL SCALE|AWAKENING (rare)
309|ELECTRIKE    |ELECTRIC         |  75|  64|  58|  37|  31|  30|SHELL ARMOR |IMMUNITY    |
310|MANECTRIC    |ELECTRIC         |  80| 113|  15| 122|  47|  98|OWN TEMPO   |EFFECT SPORE|
311|PLUSLE       |ELECTRIC         |  88|  81|  65|  14|  94|  64|KEEN EYE    |COMPOUNDEYES|
312|MINUN        |ELECTRIC         | 122|  18|  86|  30|  51|  99|STURDY      |-------     |DIRE HIT (rare)
313|VOLBEAT      |BUG              |  94|  35|  43|  59|  61| 107|STATIC      |SWARM       |
314|ILLUMISE     |BUG              | 113|  77|  26|  66|  13| 106|COMPOUNDEYES|-------     |
315|ROSELIA      |GRASS/POISON     |  37|  70| 110|  89|  70|  24|BLAZE       |-------     |SACRED ASH (common)
316|GULPIN       |POISON           |  71|  48|  20|  41|  62|  60|LIQUID OOZE |GUTS        |MAX POTION (100%)
317|SWALOT       |POISON           | 146|  40|  12|  69| 107|  93|PRESSURE    |STATIC      |BURN HEAL (rare)
318|CARVANHA     |WATER/DARK       |  60|  32|  71|  11|  50|  81|CUTE CHARM  |-------     |WHITE HERB (common)
319|SHARPEDO     |WATER/DARK       | 148|  80|  44|  23| 140|  25|BLAZE       |SYNCHRONIZE |CHOICE BAND (common), TM46 (rare)
320|WAILMER      |WATER            | 152|  20|  13|  25|  99|  91|SAND STREAM |-------     |TM32 (rare)
321|WAILORD      |WATER            |  85|  27|  98| 147|  20| 122|INTIMIDATE  |WATER ABSORB|
322|NUMEL        |FIRE/GROUND      |  65|  65|  43|  23|  55|  54|AIR LOCK    |CLOUD NINE  |TM30 (100%)
323|CAMERUPT     |FIRE/GROUND      |  22|  37| 135|  30|  88| 147|ILLUMINATE  |HUSTLE      |ANTIDOTE (100%)
324|TORKOAL      |FIRE             | 129|  55|  66|  86| 111|  23|SHED SKIN   |-------     |
325|SPOINK       |PSYCHIC          |  52|  20| 108|  60|  54|  36|INNER FOCUS |-------     |
326|GRUMPIG      |PSYCHIC          | 100|  70|  31|  86|  58| 125|ROCK HEAD   |-------     |ESCAPE ROPE (common), HEART SCALE (rare)
327|SPINDA       |NORMAL           |  85|  44|  74|  30|  15| 112|EFFECT SPORE|-------     |MAX ETHER (common)
328|TRAPINCH     |GROUND           |  56|  53|  43|  32|  51|  55|SAND STREAM |SHIELD DUST |
329|VIBRAVA      |GROUND/DRAGON    |  26|  61| 101|  19|  42|  90|GUTS        |EARLY BIRD  |PREMIER BALL (common), STARDUST (rare)
330|FLYGON       |GROUND/DRAGON    |  71| 124|  98| 124|  66|  38|EARLY BIRD  |STATIC      |
331|CACNEA       |GRASS            |  70|  69|  57|  66|  38|  34|LIQUID OOZE |-------     |SODA POP (common), TM07 (rare)
332|CACTURNE     |GRASS/DARK       |  42| 166|  67|  59|  28| 113|RAIN DISH   |DRIZZLE     |TM06 (common)
333|SWABLU       |NORMAL/FLYING    |  68|  30|  45|  49|  48|  70|BLAZE       |-------     |MAX ETHER (common)
334|ALTARIA      |DRAGON/FLYING    |  78| 125|  61|  27|  57| 141|STICKY HOLD |-------     |TM39 (common), TM19 (rare)
335|ZANGOOSE     |NORMAL           | 141|  31| 107|  87|  57|  35|OWN TEMPO   |-------     |
336|SEVIPER      |POISON           |  49|  51|  57| 107| 114|  80|BATTLE ARMOR|-------     |
337|LUNATONE     |ROCK/PSYCHIC     |  86|  67|  66|  43|  73| 105|SERENE GRACE|-------     |TM30 (100%)
338|SOLROCK      |ROCK/PSYCHIC     |  97|  31|  45| 104|  55| 108|ROUGH SKIN  |-------     |
339|BARBOACH     |WATER/GROUND     |  25|  54|  36|  39|  70|  63|PURE POWER  |SOUNDPROOF  |
340|WHISCASH     |WATER/GROUND     | 149| 101|  93|  25|  89|  12|RAIN DISH   |LIGHTNINGROD|
341|CORPHISH     |WATER            |  58|  35|  77|  64|  49|  25|WATER ABSORB|-------     |YELLOW FLUTE (common), DEEPSEATOOTH (rare)
342|CRAWDAUNT    |WATER/DARK       | 101|  20|  99| 110|  64|  73|LIMBER      |PRESSURE    |TM42 (common)
343|BALTOY       |GROUND/PSYCHIC   |  76|  40|  51|  15|  49|  69|EFFECT SPORE|LEVITATE    |TM34 (common), HEART SCALE (rare)
344|CLAYDOL      |GROUND/PSYCHIC   |  92|  29| 133| 125|  26|  95|SHED SKIN   |-------     |
345|LILEEP       |ROCK/GRASS       |  75|  16|  72|  42|  86|  65|PICKUP      |-------     |
346|CRADILY      |ROCK/GRASS       |  72|  61|  38| 123|  79| 122|RAIN DISH   |GUTS        |TM50 (rare)
347|ANORITH      |ROCK/BUG         | 109| 107|  11|  29|  23|  76|ROUGH SKIN  |PICKUP      |AWAKENING (rare)
348|ARMALDO      |ROCK/BUG         |  49| 102|  97|  58|  39| 150|CLOUD NINE  |SYNCHRONIZE |TM34 (common), BERRY JUICE (rare)
349|FEEBAS       |WATER            |  44|  44|  23|  22|  29|  39|INNER FOCUS |ROUGH SKIN  |YELLOW FLUTE (common)
350|MILOTIC      |WATER            | 140|  24|  64| 104| 116|  92|SOUNDPROOF  |-------     |TM47 (100%)
351|CASTFORM     |NORMAL           | 128|  31|  13| 104| 115|  30|STENCH      |SYNCHRONIZE |KING’S ROCK (common), TM24 (rare)
352|KECLEON      |NORMAL           |  21| 113|  60|  60| 160|  26|ROCK HEAD   |-------     |PERSIM BERRY (rare)
353|SHUPPET      |GHOST            |  27|  60|  78|  28|  13|  89|CUTE CHARM  |-------     |BERRY JUICE (common), LEMONADE (rare)
354|BANETTE      |GHOST            | 124|  48|  93|  74|  86|  29|PICKUP      |KEEN EYE    |TM32 (common), CHERI BERRY (rare)
355|DUSKULL      |GHOST            |  52|  53|  21|  79|  35|  55|ILLUMINATE  |-------     |
356|DUSCLOPS     |GHOST            |  40|  86|  32| 109| 104|  84|LIQUID OOZE |-------     |SAFARI BALL (rare)
357|TROPIUS      |GRASS/FLYING     |  68|  91|  78|  93|  59|  72|OBLIVIOUS   |-------     |
358|CHIMECHO     |PSYCHIC          |  89|  23|  35|  65|  99| 114|RAIN DISH   |-------     |
359|ABSOL        |DARK             |  77|  80|  46| 111|  98|  52|THICK FAT   |-------     |
360|WYNAUT       |PSYCHIC          |  82|  63|  14|  30|  54|  17|STATIC      |-------     |
361|SNORUNT      |ICE              |  40|  15|  76|  64|  74|  30|INTIMIDATE  |RAIN DISH   |
362|GLALIE       |ICE              |  99| 110|  70|  81|  52|  68|SHELL ARMOR |HUSTLE      |POISON BARB (common), MAX ELIXIR (rare)
363|SPHEAL       |ICE/WATER        |  61|  66|  68|  48|  30|  17|STENCH      |-------     |TM44 (common)
364|SEALEO       |ICE/WATER        |  96|  11| 107|  24|  50| 122|SWARM       |STATIC      |
365|WALREIN      |ICE/WATER        |  91|  67|  59|  46| 130| 137|ILLUMINATE  |FLASH FIRE  |MACHO BRACE (rare)
366|CLAMPERL     |WATER            |  89|  78|  68|  20|  27|  64|ILLUMINATE  |-------     |
367|HUNTAIL      |WATER            | 127| 118|  41|  15|  70| 113|EFFECT SPORE|SAND STREAM |TM48 (common), SOOTHE BELL (rare)
368|GOREBYSS     |WATER            |  59|  54| 167|  59|  98|  48|SWARM       |SHIELD DUST |
369|RELICANTH    |WATER/ROCK       | 109| 118|  38| 101|  19|  98|KEEN EYE    |STICKY HOLD |
370|LUVDISC      |WATER            |  79|  29|  78|  35|  57|  52|SUCTION CUPS|STURDY      |TM29 (common), LEPPA BERRY (rare)
371|BAGON        |DRAGON           |  27|  24|  36|  82|  64|  66|TRUANT      |TRACE       |
